Transaction_ID,itemDescription
420,Cereal
421,Sugar
421,Butter
421,Flour
421,Diapers
422,Beer
422,Flour
423,Milk
423,Butter
423,Shampoo
424,Soda
424,Butter
424,Sugar
424,Bread
425,Tea
425,Shampoo
425,Soda
425,Diapers
425,Coffee
425,Soap
426,Cooking Oil
426,Beans
426,Milk
426,Eggs
427,Flour
427,Diapers
427,Milk
427,Tea
427,Shampoo
427,Toothpaste
428,Milk
428,Soap
428,Soda
429,Beans
429,Milk
429,Bread
430,Biscuits
430,Butter
430,Cooking Oil
430,Beans
431,Diapers
431,Beer
431,Soda
431,Sugar
431,Toothpaste
432,Coffee
432,Butter
432,Cooking Oil
432,Tea
433,Rice
433,Tea
433,Bread
433,Cooking Oil
433,Beans
434,Coffee
434,Tea
434,Soap
434,Shampoo
434,Cooking Oil
434,Milk
435,Butter
435,Tea
435,Sugar
435,Soda
435,Cooking Oil
436,Bread
436,Rice
436,Soap
437,Toothpaste
437,Rice
437,Cooking Oil
438,Biscuits
438,Cereal
438,Bread
438,Rice
439,Flour
439,Milk
439,Butter
439,Toothpaste
440,Tea
440,Soap
440,Beer
440,Beans
441,Beans
441,Salt
442,Flour
442,Cereal
442,Sugar
442,Soda
442,Diapers
442,Biscuits
443,Salt
443,Shampoo
443,Diapers
443,Soda
443,Coffee
443,Soap
444,Cereal
444,Eggs
444,Beer
445,Beer
445,Salt
445,Eggs
445,Butter
445,Milk
446,Beer
446,Coffee
446,Diapers
446,Sugar
446,Tea
446,Soda
447,Toothpaste
447,Butter
447,Coffee
447,Soda
447,Eggs
447,Cereal
448,Toothpaste
448,Milk
448,Cereal
448,Sugar
448,Shampoo
448,Flour
449,Milk
449,Diapers
449,Toothpaste
449,Beans
449,Bread
449,Coffee
450,Bread
450,Coffee
450,Eggs
450,Milk
451,Salt
451,Eggs
451,Diapers
451,Milk
451,Biscuits
452,Milk
452,Beans
452,Shampoo
452,Tea
452,Sugar
453,Salt
453,Soap
453,Toothpaste
453,Biscuits
453,Beer
454,Diapers
454,Sugar
455,Butter
455,Tea
455,Diapers
455,Soap
456,Sugar
456,Flour
456,Bread
456,Diapers
456,Beans
456,Biscuits
457,Shampoo
457,Diapers
457,Soap
457,Flour
457,Beer
457,Soda
458,Sugar
458,Rice
458,Coffee
458,Butter
459,Shampoo
459,Bread
460,Coffee
460,Eggs
460,Butter
461,Milk
461,Toothpaste
461,Cereal
461,Flour
461,Diapers
461,Coffee
462,Flour
462,Diapers
462,Coffee
462,Milk
462,Sugar
463,Beans
463,Flour
463,Cooking Oil
463,Diapers
463,Biscuits
463,Sugar
464,Beer
464,Flour
464,Shampoo
465,Rice
465,Milk
465,Diapers
465,Tea
466,Diapers
466,Soda
466,Milk
466,Salt
466,Soap
467,Cooking Oil
467,Shampoo
467,Biscuits
467,Sugar
467,Beans
467,Coffee
468,Diapers
468,Soda
468,Flour
469,Beans
469,Sugar
469,Toothpaste
470,Diapers
470,Shampoo
471,Diapers
471,Beer
471,Sugar
471,Soap
471,Flour
472,Coffee
472,Cooking Oil
472,Eggs
472,Toothpaste
473,Eggs
473,Diapers
473,Coffee
473,Milk
474,Soap
474,Milk
474,Eggs
474,Coffee
475,Diapers
475,Coffee
475,Soda
475,Biscuits
475,Cooking Oil
475,Sugar
476,Coffee
476,Cereal
477,Soda
477,Flour
478,Coffee
478,Soap
478,Flour
478,Cooking Oil
478,Beans
478,Cereal
479,Diapers
479,Salt
479,Beans
479,Rice
479,Biscuits
480,Soda
480,Toothpaste
480,Butter
480,Cereal
480,Cooking Oil
480,Biscuits
481,Salt
481,Cooking Oil
481,Shampoo
482,Biscuits
482,Flour
483,Bread
483,Rice
483,Diapers
484,Biscuits
484,Shampoo
484,Beans
484,Sugar
484,Coffee
484,Tea
485,Soap
485,Biscuits
485,Flour
486,Diapers
486,Cooking Oil
486,Rice
486,Soda
486,Beer
487,Tea
487,Salt
487,Cereal
487,Sugar
487,Soda
488,Diapers
488,Milk
488,Beer
489,Eggs
489,Milk
490,Shampoo
490,Sugar
491,Eggs
491,Sugar
491,Bread
492,Beer
492,Toothpaste
492,Salt
493,Cereal
493,Soda
494,Bread
494,Cereal
494,Diapers
494,Shampoo
494,Biscuits
495,Beer
495,Rice
496,Beans
496,Bread
496,Beer
496,Shampoo
496,Tea
496,Milk
497,Beer
497,Sugar
498,Coffee
498,Beer
498,Rice
499,Rice
499,Soap
499,Eggs
499,Salt
500,Toothpaste
500,Biscuits
500,Flour
500,Diapers
500,Beans
501,Milk
501,Eggs
502,Soap
502,Cereal
502,Diapers
502,Soda
502,Milk
503,Tea
503,Eggs
504,Shampoo
504,Cooking Oil
504,Butter
504,Beer
504,Milk
505,Coffee
505,Biscuits
505,Soda
506,Milk
506,Eggs
506,Rice
506,Cereal
507,Cooking Oil
507,Bread
507,Coffee
508,Sugar
508,Soap
508,Eggs
508,Beans
508,Tea
508,Beer
509,Biscuits
509,Soap
509,Diapers
510,Soap
510,Sugar
510,Eggs
510,Beer
511,Milk
511,Butter
511,Shampoo
511,Flour
512,Cooking Oil
512,Soap
513,Bread
513,Rice
513,Toothpaste
513,Soda
514,Salt
514,Diapers
514,Soap
515,Tea
515,Biscuits
515,Soap
515,Eggs
515,Beans
516,Eggs
516,Cereal
516,Rice
517,Soap
517,Sugar
517,Cereal
518,Salt
518,Butter
518,Eggs
518,Bread
519,Toothpaste
519,Salt
519,Rice
519,Butter
520,Eggs
520,Tea
520,Shampoo
521,Diapers
521,Cereal
521,Beer
521,Shampoo
521,Butter
522,Eggs
522,Salt
523,Eggs
523,Cooking Oil
523,Soap
523,Bread
523,Beans
523,Coffee
524,Eggs
524,Diapers
524,Flour
524,Beer
524,Tea
525,Tea
525,Sugar
525,Rice
525,Beans
525,Diapers
526,Sugar
526,Eggs
526,Tea
526,Shampoo
526,Rice
527,Beans
527,Soda
527,Eggs
527,Salt
527,Rice
528,Soda
528,Coffee
528,Toothpaste
529,Sugar
529,Beans
530,Soap
530,Cooking Oil
531,Soap
531,Cooking Oil
531,Toothpaste
531,Biscuits
531,Shampoo
531,Soda
532,Sugar
532,Beans
532,Cooking Oil
532,Coffee
532,Soda
532,Tea
533,Soap
533,Cooking Oil
533,Beans
534,Biscuits
534,Flour
534,Cooking Oil
534,Soap
534,Rice
535,Salt
535,Butter
535,Coffee
535,Tea
535,Bread
536,Coffee
536,Toothpaste
536,Beans
536,Eggs
536,Shampoo
537,Sugar
537,Beans
537,Flour
537,Rice
537,Cereal
538,Soap
538,Eggs
538,Toothpaste
538,Soda
538,Cereal
539,Beer
539,Shampoo
539,Diapers
539,Milk
539,Salt
539,Soda
540,Cereal
540,Eggs
540,Butter
540,Flour
540,Salt
540,Biscuits
541,Milk
541,Biscuits
541,Soap
541,Cooking Oil
541,Shampoo
541,Cereal
542,Butter
542,Rice
543,Beer
543,Cereal
543,Diapers
544,Biscuits
544,Flour
544,Toothpaste
544,Salt
544,Soap
544,Cereal
545,Beer
545,Sugar
545,Salt
545,Bread
545,Soda
545,Milk
546,Shampoo
546,Eggs
546,Butter
546,Sugar
547,Beans
547,Cooking Oil
547,Toothpaste
547,Coffee
548,Soda
548,Salt
548,Cereal
548,Butter
548,Toothpaste
548,Biscuits
549,Cooking Oil
549,Eggs
549,Beans
549,Milk
549,Butter
550,Cooking Oil
550,Butter
551,Flour
551,Beer
551,Tea
552,Tea
552,Cooking Oil
552,Diapers
552,Shampoo
552,Toothpaste
552,Butter
553,Tea
553,Cereal
553,Shampoo
553,Soap
553,Bread
554,Coffee
554,Toothpaste
554,Shampoo
554,Soap
554,Bread
554,Salt
555,Coffee
555,Rice
555,Eggs
556,Butter
556,Diapers
556,Tea
556,Salt
556,Cooking Oil
556,Cereal
557,Butter
557,Rice
557,Soda
557,Beer
557,Cooking Oil
558,Soap
558,Cereal
558,Butter
558,Salt
558,Beer
558,Shampoo
559,Cereal
559,Tea
559,Beans
559,Eggs
559,Sugar
560,Butter
560,Flour
560,Beans
560,Cereal
561,Salt
561,Sugar
561,Beer
562,Shampoo
562,Sugar
562,Soap
562,Cereal
562,Tea
563,Diapers
563,Tea
563,Cereal
563,Biscuits
563,Soda
564,Sugar
564,Tea
564,Cooking Oil
564,Toothpaste
565,Milk
565,Salt
565,Bread
565,Soda
565,Sugar
565,Butter
566,Diapers
566,Beer
566,Soda
566,Shampoo
566,Cereal
567,Toothpaste
567,Soda
567,Tea
567,Eggs
567,Bread
568,Beans
568,Milk
568,Rice
569,Diapers
569,Beans
569,Tea
570,Biscuits
570,Soda
570,Diapers
570,Beer
570,Butter
571,Butter
571,Rice
571,Diapers
571,Salt
571,Milk
571,Soap
572,Diapers
572,Coffee
572,Shampoo
572,Butter
572,Flour
573,Milk
573,Toothpaste
573,Rice
573,Salt
574,Toothpaste
574,Butter
575,Coffee
575,Biscuits
575,Salt
576,Shampoo
576,Tea
576,Sugar
576,Coffee
576,Beer
576,Soap
577,Biscuits
577,Salt
578,Rice
578,Diapers
578,Tea
578,Cooking Oil
578,Beans
578,Sugar
579,Rice
579,Beer
579,Butter
579,Sugar
579,Shampoo
579,Toothpaste
580,Rice
580,Sugar
581,Flour
581,Sugar
581,Cooking Oil
582,Soap
582,Soda
582,Sugar
583,Rice
583,Shampoo
583,Soap
583,Toothpaste
583,Eggs
583,Cooking Oil
584,Soap
584,Beer
585,Salt
585,Toothpaste
585,Soda
585,Cooking Oil
586,Bread
586,Eggs
586,Toothpaste
586,Salt
586,Biscuits
586,Soap
587,Soap
587,Coffee
587,Shampoo
587,Biscuits
587,Soda
587,Sugar
588,Beans
588,Cooking Oil
588,Diapers
588,Sugar
589,Soda
589,Cooking Oil
589,Milk
589,Diapers
589,Butter
589,Biscuits
590,Bread
590,Butter
590,Tea
590,Toothpaste
590,Beer
591,Shampoo
591,Coffee
592,Beans
592,Tea
592,Rice
593,Salt
593,Rice
594,Salt
594,Tea
595,Soap
595,Beans
596,Shampoo
596,Eggs
596,Butter
597,Coffee
597,Soda
598,Sugar
598,Biscuits
599,Beer
599,Toothpaste
599,Bread
600,Cooking Oil
600,Butter
601,Sugar
601,Soda
601,Eggs
601,Flour
601,Soap
602,Butter
602,Cereal
603,Salt
603,Beans
603,Sugar
603,Soap
604,Sugar
604,Eggs
604,Beer
605,Bread
605,Tea
605,Toothpaste
605,Salt
605,Coffee
605,Cooking Oil
606,Shampoo
606,Toothpaste
606,Coffee
607,Butter
607,Sugar
608,Biscuits
608,Soap
609,Shampoo
609,Cooking Oil
609,Sugar
609,Flour
610,Eggs
610,Flour
610,Diapers
610,Beans
611,Beans
611,Coffee
612,Cereal
612,Beer
612,Coffee
612,Soap
612,Beans
612,Cooking Oil
613,Flour
613,Soda
614,Butter
614,Flour
614,Soda
614,Eggs
614,Bread
615,Cooking Oil
615,Sugar
615,Soap
615,Shampoo
616,Diapers
616,Tea
616,Soda
616,Eggs
617,Biscuits
617,Eggs
618,Rice
618,Coffee
619,Milk
619,Soap
620,Beans
620,Beer
620,Shampoo
620,Diapers
620,Soap
620,Milk
621,Diapers
621,Sugar
621,Rice
621,Eggs
621,Beans
621,Milk
622,Coffee
622,Sugar
622,Diapers
622,Cooking Oil
622,Soap
622,Beans
623,Beans
623,Shampoo
624,Milk
624,Flour
624,Eggs
625,Butter
625,Toothpaste
625,Milk
625,Beans
625,Tea
626,Bread
626,Sugar
627,Tea
627,Soda
628,Beer
628,Cereal
628,Rice
628,Tea
629,Sugar
629,Rice
629,Butter
629,Bread
630,Shampoo
630,Rice
630,Beer
630,Eggs
631,Biscuits
631,Eggs
631,Soda
631,Toothpaste
632,Salt
632,Milk
632,Soda
632,Tea
632,Cereal
632,Eggs
633,Butter
633,Biscuits
633,Cereal
633,Flour
634,Bread
634,Milk
634,Cereal
634,Flour
634,Biscuits
634,Beer
635,Soap
635,Sugar
635,Tea
635,Milk
636,Shampoo
636,Flour
636,Cooking Oil
636,Biscuits
636,Cereal
636,Toothpaste
637,Rice
637,Eggs
637,Salt
637,Butter
638,Milk
638,Tea
638,Flour
638,Beer
638,Cereal
638,Coffee
639,Toothpaste
639,Beans
640,Cooking Oil
640,Eggs
640,Diapers
640,Toothpaste
641,Salt
641,Coffee
642,Biscuits
642,Beans
642,Flour
642,Toothpaste
643,Biscuits
643,Soda
643,Coffee
643,Flour
644,Bread
644,Shampoo
644,Cereal
645,Diapers
645,Salt
645,Bread
646,Bread
646,Soap
646,Beans
646,Butter
647,Beer
647,Flour
647,Shampoo
648,Milk
648,Sugar
648,Rice
648,Eggs
648,Cereal
649,Beer
649,Shampoo
649,Salt
650,Eggs
650,Biscuits
650,Butter
650,Beer
650,Sugar
651,Eggs
651,Biscuits
651,Milk
651,Shampoo
651,Sugar
652,Beans
652,Rice
652,Cooking Oil
653,Cooking Oil
653,Cereal
653,Toothpaste
653,Rice
653,Flour
654,Coffee
654,Sugar
655,Butter
655,Sugar
655,Cereal
655,Tea
655,Toothpaste
655,Flour
656,Shampoo
656,Butter
656,Diapers
656,Salt
657,Toothpaste
657,Beans
657,Cereal
658,Butter
658,Eggs
658,Tea
658,Beans
659,Milk
659,Coffee
659,Cooking Oil
659,Sugar
659,Eggs
659,Salt
660,Salt
660,Soap
660,Beer
661,Beans
661,Rice
662,Bread
662,Soap
662,Toothpaste
663,Diapers
663,Flour
663,Butter
663,Toothpaste
663,Cereal
663,Soap
664,Butter
664,Bread
664,Milk
665,Sugar
665,Coffee
665,Soap
666,Eggs
666,Biscuits
666,Rice
666,Cereal
667,Eggs
667,Coffee
668,Sugar
668,Eggs
668,Cooking Oil
668,Butter
668,Milk
669,Milk
669,Tea
669,Shampoo
669,Soap
669,Soda
670,Soap
670,Shampoo
671,Salt
671,Coffee
671,Tea
672,Rice
672,Toothpaste
672,Sugar
672,Milk
673,Cereal
673,Flour
673,Beans
673,Soda
673,Shampoo
673,Toothpaste
674,Soda
674,Milk
674,Eggs
674,Rice
674,Soap
674,Diapers
675,Coffee
675,Beer
675,Flour
675,Bread
675,Soap
676,Soda
676,Diapers
676,Cereal
676,Salt
677,Beer
677,Cooking Oil
677,Soap
677,Rice
677,Tea
677,Bread
678,Cereal
678,Flour
678,Bread
678,Rice
679,Soda
679,Beer
680,Biscuits
680,Flour
680,Tea
680,Butter
681,Flour
681,Rice
681,Diapers
682,Flour
682,Biscuits
683,Salt
683,Tea
683,Biscuits
683,Flour
683,Cooking Oil
684,Biscuits
684,Bread
684,Salt
684,Sugar
685,Coffee
685,Soda
685,Diapers
685,Beans
685,Tea
685,Flour
686,Eggs
686,Milk
687,Cereal
687,Flour
687,Bread
688,Soda
688,Bread
688,Cooking Oil
688,Coffee
688,Sugar
688,Tea
689,Cooking Oil
689,Milk
689,Bread
690,Biscuits
690,Sugar
690,Butter
691,Salt
691,Eggs
691,Cereal
691,Soap
691,Butter
691,Tea
692,Cooking Oil
692,Sugar
692,Tea
692,Shampoo
693,Cooking Oil
693,Tea
693,Diapers
693,Salt
693,Flour
694,Tea
694,Soap
694,Beans
694,Diapers
694,Sugar
694,Eggs
695,Biscuits
695,Soap
696,Milk
696,Tea
696,Cooking Oil
696,Flour
696,Butter
696,Toothpaste
697,Sugar
697,Cooking Oil
697,Eggs
697,Flour
697,Salt
698,Tea
698,Eggs
698,Cooking Oil
698,Toothpaste
699,Rice
699,Coffee
700,Eggs
700,Salt
700,Rice
701,Bread
701,Milk
702,Toothpaste
702,Shampoo
702,Tea
702,Biscuits
702,Soda
703,Salt
703,Diapers
703,Soap
703,Butter
703,Soda
704,Flour
704,Tea
704,Toothpaste
704,Eggs
704,Milk
704,Sugar
705,Cooking Oil
705,Rice
706,Eggs
706,Cooking Oil
707,Soap
707,Tea
707,Eggs
708,Eggs
708,Cooking Oil
708,Soda
708,Bread
708,Shampoo
708,Biscuits
709,Cereal
709,Shampoo
709,Tea
710,Butter
710,Cooking Oil
711,Coffee
711,Shampoo
711,Diapers
712,Rice
712,Beans
712,Biscuits
712,Flour
712,Butter
712,Bread
713,Biscuits
713,Diapers
713,Soda
713,Sugar
713,Milk
714,Bread
714,Shampoo
714,Eggs
714,Beans
715,Soda
715,Coffee
715,Butter
715,Bread
715,Biscuits
715,Eggs
716,Eggs
716,Soda
716,Butter
716,Beans
717,Soda
717,Cereal
717,Rice
717,Eggs
717,Soap
718,Salt
718,Soap
718,Cereal
719,Toothpaste
719,Milk
719,Rice
720,Toothpaste
720,Rice
720,Flour
720,Biscuits
720,Milk
721,Butter
721,Eggs
721,Salt
722,Shampoo
722,Biscuits
722,Flour
722,Milk
722,Soap
722,Cereal
723,Shampoo
723,Diapers
723,Soda
723,Flour
723,Biscuits
723,Sugar
724,Soap
724,Milk
725,Biscuits
725,Beer
725,Sugar
725,Butter
725,Toothpaste
725,Eggs
726,Coffee
726,Cereal
726,Sugar
727,Shampoo
727,Eggs
728,Coffee
728,Sugar
728,Rice
728,Cooking Oil
728,Eggs
729,Soap
729,Diapers
730,Diapers
730,Cooking Oil
730,Rice
730,Beer
730,Toothpaste
731,Cereal
731,Biscuits
732,Shampoo
732,Butter
732,Cereal
732,Sugar
732,Beer
732,Beans
733,Biscuits
733,Butter
733,Cereal
733,Diapers
733,Beans
733,Shampoo
734,Salt
734,Shampoo
734,Rice
734,Soap
734,Soda
734,Beans
735,Soda
735,Milk
735,Tea
735,Rice
735,Soap
735,Eggs
736,Cereal
736,Soap
736,Milk
736,Biscuits
736,Cooking Oil
736,Salt
737,Milk
737,Soda
737,Rice
738,Bread
738,Cooking Oil
738,Beans
738,Diapers
739,Soda
739,Butter
739,Flour
739,Sugar
740,Toothpaste
740,Cooking Oil
740,Rice
740,Shampoo
741,Eggs
741,Coffee
741,Toothpaste
741,Biscuits
741,Shampoo
741,Salt
742,Beer
742,Salt
742,Milk
742,Cereal
742,Tea
743,Beans
743,Beer
744,Sugar
744,Beer
744,Bread
744,Tea
744,Coffee
745,Milk
745,Flour
745,Cereal
746,Milk
746,Salt
746,Coffee
746,Rice
746,Biscuits
747,Beer
747,Soap
747,Butter
747,Bread
747,Flour
748,Soda
748,Toothpaste
748,Tea
748,Cereal
749,Diapers
749,Salt
749,Biscuits
749,Tea
749,Rice
749,Cereal
750,Beans
750,Bread
751,Milk
751,Tea
751,Coffee
751,Flour
751,Beer
752,Rice
752,Shampoo
752,Beer
753,Bread
753,Soda
754,Tea
754,Bread
754,Flour
755,Cereal
755,Beans
755,Rice
755,Shampoo
756,Salt
756,Toothpaste
756,Rice
756,Coffee
756,Biscuits
757,Beer
757,Soap
757,Butter
757,Bread
758,Salt
758,Diapers
758,Beans
758,Biscuits
758,Butter
758,Flour
759,Cooking Oil
759,Rice
760,Rice
760,Cereal
760,Beans
760,Coffee
761,Beer
761,Flour
761,Milk
762,Soap
762,Cooking Oil
762,Sugar
762,Bread
762,Soda
762,Diapers
763,Shampoo
763,Soap
763,Biscuits
763,Milk
764,Biscuits
764,Coffee
764,Cooking Oil
764,Flour
764,Soda
764,Toothpaste
765,Beer
765,Beans
765,Tea
765,Diapers
766,Butter
766,Soda
766,Sugar
766,Rice
767,Tea
767,Cooking Oil
767,Eggs
767,Flour
767,Salt
767,Butter
768,Shampoo
768,Cooking Oil
768,Salt
768,Rice
769,Beans
769,Toothpaste
769,Butter
769,Soda
769,Milk
769,Shampoo
770,Biscuits
770,Eggs
770,Soda
770,Coffee
770,Butter
770,Shampoo
771,Beer
771,Beans
771,Shampoo
771,Milk
771,Sugar
772,Coffee
772,Cooking Oil
772,Shampoo
773,Toothpaste
773,Sugar
773,Cooking Oil
773,Tea
773,Eggs
773,Flour
774,Tea
774,Cooking Oil
774,Milk
774,Bread
775,Rice
775,Coffee
775,Tea
775,Diapers
775,Soda
776,Sugar
776,Shampoo
777,Soap
777,Shampoo
777,Soda
777,Cereal
777,Bread
778,Diapers
778,Coffee
779,Bread
779,Cooking Oil
779,Beer
779,Coffee
780,Bread
780,Flour
781,Salt
781,Beans
781,Sugar
782,Soap
782,Beer
783,Beans
783,Tea
783,Eggs
783,Milk
783,Cereal
783,Sugar
784,Beer
784,Cereal
784,Cooking Oil
784,Shampoo
784,Sugar
785,Soda
785,Salt
785,Coffee
785,Tea
786,Bread
786,Flour
786,Biscuits
786,Sugar
786,Coffee
787,Biscuits
787,Beer
788,Butter
788,Salt
788,Milk
789,Rice
789,Diapers
789,Milk
789,Biscuits
789,Butter
790,Milk
790,Butter
791,Toothpaste
791,Soap
791,Butter
791,Rice
791,Soda
792,Coffee
792,Bread
792,Beans
793,Butter
793,Beer
793,Rice
793,Sugar
793,Shampoo
794,Beer
794,Butter
795,Butter
795,Cereal
795,Soda
795,Coffee
796,Coffee
796,Rice
796,Beer
796,Cereal
796,Salt
796,Soda
797,Beans
797,Tea
797,Milk
797,Soda
797,Coffee
798,Cooking Oil
798,Flour
798,Bread
798,Diapers
798,Eggs
799,Biscuits
799,Soda
800,Eggs
800,Beer
800,Cereal
801,Rice
801,Flour
802,Beans
802,Rice
802,Toothpaste
802,Milk
802,Butter
803,Milk
803,Beans
803,Salt
804,Shampoo
804,Butter
804,Biscuits
804,Milk
805,Sugar
805,Tea
806,Salt
806,Toothpaste
806,Rice
806,Eggs
807,Cooking Oil
807,Tea
807,Butter
807,Soap
808,Toothpaste
808,Rice
808,Soap
808,Soda
808,Shampoo
809,Butter
809,Sugar
809,Milk
810,Butter
810,Shampoo
810,Soda
811,Toothpaste
811,Tea
811,Soap
811,Salt
811,Bread
811,Shampoo
812,Soda
812,Cereal
812,Butter
813,Toothpaste
813,Milk
813,Eggs
813,Rice
813,Cooking Oil
814,Beer
814,Biscuits
815,Flour
815,Cooking Oil
815,Beer
815,Diapers
815,Butter
815,Coffee
816,Soda
816,Salt
816,Soap
817,Diapers
817,Milk
817,Bread
818,Beer
818,Soda
818,Biscuits
819,Eggs
819,Soda
819,Cooking Oil
820,Cooking Oil
820,Rice
820,Milk
821,Flour
821,Diapers
821,Soap
821,Biscuits
821,Cereal
821,Milk
822,Toothpaste
822,Biscuits
822,Cereal
822,Eggs
822,Soda
823,Cooking Oil
823,Butter
823,Soda
823,Bread
823,Biscuits
824,Shampoo
824,Milk
824,Diapers
824,Bread
824,Eggs
825,Cereal
825,Beans
825,Beer
825,Coffee
825,Toothpaste
825,Tea
826,Milk
826,Flour
826,Toothpaste
826,Cooking Oil
827,Cereal
827,Soda
827,Salt
827,Toothpaste
827,Butter
827,Milk
828,Bread
828,Cooking Oil
828,Salt
829,Diapers
829,Beer
829,Salt
829,Butter
830,Tea
830,Soda
831,Shampoo
831,Butter
831,Rice
832,Coffee
832,Cereal
832,Butter
832,Soap
832,Biscuits
832,Flour
833,Cooking Oil
833,Butter
833,Shampoo
834,Biscuits
834,Butter
835,Toothpaste
835,Biscuits
835,Beer
835,Sugar
835,Soda
836,Beer
836,Milk
837,Shampoo
837,Biscuits
837,Soda
837,Beer
837,Tea
837,Salt
